4119	1	1	1327.195935	3221.96852	1.604173354	0.681830054	0.001522655	0.002942273
9101	1	1	14.29495492	17.8502733	1.25000878	0.321938229	0.104966091	0.238403377
10827	1	1	1406.115237	433.7448651	0.195571855	-2.354229331	0.001145061	0.002412137
11734	1	1	361.8002719	180.3191036	0.49412452	-1.017053445	0.000372074	0.007246845
22200	1	1	143.7285081	130.756821	0.496092745	-1.011318235	0.20865181	0.216223852
25235	1	1	16.45365973	13.43809315	0.821022925	-0.284505589	0.379200737	0.564335145
25488	1	1	29.91151412	70.2109903	2.264086793	1.178929264	0.002033585	0.0178904
28993	1	1	497.1660332	268.7724991	0.516586284	-0.952918757	0.004498668	0.02894976
29653	1	1	49.18659067	49.75936051	1.02666487	0.037965326	0.814850337	0.897497598
29758	1	1	1007.25665	1800.771991	1.79109493	0.840841804	0.002846649	0.02200778
35552	1	1	1782.124956	1681.605914	0.938239144	-0.091972402	0.428705088	0.605589504
35892	1	1	1940.741741	1757.341877	0.594576054	-0.750066734	0.000207383	0.000826315
36173	1	1	5336.601199	15531.98202	1.914203561	0.936744258	0.00000956	0.000317754
37342	1	1	2687.40499	2157.240884	0.529569077	-0.917109212	0.000592035	0.001548629
48635	1	1	72.53143019	37.43819854	0.500081793	-0.999764014	0.022402632	0.076322693
52778	1	1	1095.768685	1778.35368	1.621959893	0.697738146	0.001632881	0.016212171
56138	1	1	1259.520081	1116.476847	0.882104747	-0.180978114	0.066604086	0.173370185
57027	1	1	2379.012768	1742.776801	0.485020312	-1.043882929	0.00030774	0.001019624
68203	1	1	92.73686252	104.2335666	1.109418351	0.149803494	0.126434074	0.265473357
68718	1	1	3297.300825	2938.728705	0.587031596	-0.768489939	0.000806083	0.001900581
80328	1	1	13208.61972	36423.41939	1.801101765	0.848879698	0.000234637	0.000894536
81636	1	1	2394.897705	2234.773363	0.612165178	-0.708007112	0.001529728	0.00294487
83365	1	1	1088.06927	721.0382413	0.437944208	-1.191181006	0.000376052	0.001143733
87087	1	1	10.54452559	14.9075132	1.30707517	0.386342113	0.473822193	0.648240992
96839	1	1	1627.955838	1294.673578	0.525984078	-0.926908965	0.000225531	0.000878205
97841	1	1	1111.66349	1085.091894	0.99383162	-0.008926651	0.952320014	0.980536904
103182	1	1	2622.882067	7584.960802	1.893547208	0.92109139	0.000231738	0.000894536
106598	1	1	113.4659038	142.500082	1.251492463	0.323649602	0.202380043	0.367243159
114593	1	1	6125.720613	19357.55122	2.063665245	1.045208965	0.000199546	0.000807613
115865	1	1	9844.983091	26423.32236	1.760785835	0.816219445	0.000124664	0.000647245
116754	1	1	14252.28572	41223.35636	1.89334387	0.920936458	0.00000939	0.000317754
120902	1	1	1826.309024	1328.839927	0.480935667	-1.056084171	0.000562264	0.001498622
120902	1	1	5480.361953	6040.300073	1.101155822	0.139018635	0.016812743	0.062090492
121352	1	1	104.3722037	48.96334524	0.476851728	-1.068387351	0.016974379	0.062090492
125231	1	1	294.9770661	128.1471154	0.437626254	-1.192228806	0.000299323	0.006934305
137349	1	1	8163.392089	5958.287659	0.481197797	-1.055298057	0.001579325	0.003006568
140137	1	1	6013.102317	14847.49999	1.600147238	0.678204661	0.003161509	0.005175209
155080	1	1	2633.999877	7250.887037	1.812981722	0.85836438	0.0000298	0.00035395
155553	1	1	5.060011429	7.715844674	1.287559824	0.364639466	0.839832893	0.841469994
165027	1	1	262.8320117	290.517629	1.109093319	0.149380758	0.430534889	0.606940665
169249	1	1	184.1885231	204.9267125	1.122242798	0.166384838	0.482365457	0.653497061
170585	1	1	580.4401944	271.8995629	0.462149544	-1.113568334	0.000127424	0.005965618
171909	1	1	10006.02413	26918.26038	1.758322029	0.814199318	0.0000229	0.00035395
172478	1	1	43.78781025	52.69120302	1.213072374	0.278665627	0.544933363	0.703956668
172996	1	1	218.039917	268.7764664	1.254435244	0.327037999	0.112522743	0.247478817
173272	1	1	237.3165513	290.0190949	0.787204391	-0.345189827	0.260070488	0.267888238
176360	1	1	6.532068966	7.024172736	0.758962615	-0.397899271	0.644358009	0.791216989
